artist|cleaned genre|original genre
DWIGHT TWILLEY BAND|pop|power pop
GWEN McCRAE|rnb / soul|soul
ACE|eurobeat|eurobeat
MYSTIC MOODS|jazz|jazz
KOKOMO|rock|post-rock
DIAMOND REO|rock|hard rock
THE OLYMPIC RUNNERS|rnb / soul|funk
JUD STRUNK|pop|70s
ROCKIN' HORSE|pop|power pop
M.F.S.B.|rnb / soul|funk
BRECKER BROTHERS|jazz|jazz
LOVE CHILDS AFRO CUBAN BLUES BAND|disco|disco
REPARATA|pop|60s
REFLECTIONS|rock|djent
STANLEY TURRENTINE|jazz|jazz
BIMBO JET|disco|disco
SYL JOHNSON|rnb / soul|soul
THE FANTASTIC FOUR|northern soul|northern soul
BARRABAS|rnb / soul|funk
LINDA LEWIS|rnb / soul|soul
CRYSTAL GRASS|disco|disco
FIRST CLASS|skate punk|skate punk
BOB JAMES|jazz|jazz
CHARLIE WHITHEAD|rnb / soul|soul
HOLLIES|pop|60s
GRAND FUNK|rock|classic rock
ROGER WHITTAKER|roger whittaker|roger whittaker
SUGARLOAF|rock|classic rock
BO DONALDSON & THE HAYWOODS|pop|70s
THE REFLECTIONS|rnb / soul|soul
DONNY GERRARD|rnb / soul|soul
TED NEELEY|soundtrack|soundtrack
BO DONALDSON AND THE HAYWOODS|pop|70s
CANYON|electronic|trance
BOBBY "BLUE" BLAND|rock|blues
TERRY JACKS|rock|classic rock
IKE & TINA TURNER|rnb / soul|soul
BILLY THUNDERKLOUD AND THE CHIEFTONES|lounge band|lounge band
BOOMER CASTLEMAN|rock|rock
SHA NA NA|rock|rock and roll
SHIRLEY & COMPANY|disco|disco
LABELLE|rnb / soul|soul
BILLIE JO SPEARS|country / folk|country
SHIRLEY CAESAR|gospel|gospel
SHIRLEY AND COMPANY|ruhepuls|ruhepuls
DONALD BYRD|jazz|jazz
INNERVISION|rnb / soul|soul
NORTHERN LIGHT|rock|hard rock
NEKTAR|rock|progressive rock
MAIN INGREDIENT|rnb / soul|soul
DANIEL BOONE|pop|70s
IKE AND TINA TURNER|rnb / soul|soul
CHARLEY PRIDE|country / folk|country
BAREFOOT JERRY|rock|southern rock
ALBERT HAMMOND|pop|70s
21ST CENTURY|disco|disco
LAMONT DOZIER|rnb / soul|soul
THE DYNAMIC SUPERIORS|rnb / soul|soul
JOHNNY WAKELIN|pop|70s
GOODIES|comedy|comedy
NEW YORK CITY|rnb / soul|soul
BENNY BELL|rnb / soul|soul
THE TROGGS|rock|classic rock
BRIAN PROTHEROE|country / folk|singer-songwriter
BARBARA MASON|rnb / soul|soul
FALLEN ANGELS|rock|melodic death metal
RAMSEY LEWIS|jazz|jazz
RON BANKS AND THE DRAMATICS|rnb / soul|soul
ODIA COATES|rnb / soul|soul
SHIRLEY|soundtrack|soundtrack
LOVE UNLIMITED ORCHESTRA|disco|disco
ANDY FAIRWEATHER-LOW|seen live|seen live
LEA ROBERTS|rnb / soul|soul
RICK DERRINGER|rock|classic rock
TOM T. HALL|country / folk|country
FANNY|electronic|breakcore
DENNIS YOST|pop|pop
LORETTA LYNN|country / folk|country
LITTLE ANTHONY AND THE IMPERIALS|rnb / soul|soul
TAMIKO JONES|disco|disco
BETTY WRIGHT|rnb / soul|soul
SUSAN JACKS|pop|70s
STEPPENWOLF|rock|classic rock
THE PHILLY DEVOTIONS|disco|disco
POLLY BROWN|glam|glam
COMMANDER CODY AND HIS LOST PLANET AIRMEN|country / folk|country
CARL DOUGLAS|disco|disco
MARIA MULDAUR|rock|blues
HUES CORPORATION|disco|disco
SOLOMON BURKE|rnb / soul|soul
DONNA FARGO|country / folk|country
BATAAN|rnb / soul|funk
VERNON BURCH|rnb / soul|funk
HOYT AXTON|country / folk|country
BLUE SWEDE|rock|classic rock
LANA CANTRELL|pop|female vocalists
DOOLEY SILVERSPOON|rnb / soul|soul
LOVE UNLIMITED|rnb / soul|soul
THE 5TH DIMENSION|pop|60s
DISCO TEX|disco|disco
STARK|dark electro|dark electro
THE CHI-LITES|rnb / soul|soul
PAUL ANKA & ODIA COATES|jazz|swing
REUNION|rock|black metal
GENE PAGE|rnb / soul|funk
JOHNNY WINTER|rock|blues
ROY ROGERS|country / folk|country
GUESS WHO|hip-hop|hip-hop
SPLINTER|rock|progressive rock
MICHAEL HOLM|schlager|schlager
THREE DEGREES|rnb / soul|soul
PETER SHELLEY|pop|pop
JAMES & BOBBY PURIFY|rnb / soul|soul
BILLY "CRASH" CRADDOCK|rock|rockabilly
THE JONESES|punk|punk
J.GEILS BAND|rock|classic rock
THE HELLO PEOPLE|rock|pop-rock
BILLY WITHERS|rnb / soul|soul
LYNN ANDERSON|country / folk|country
MARGIE JOSEPH|rnb / soul|soul
DICK FELLER|country / folk|country
BO DONALDSON & THE HEYWOODS|pop|70s
PERRY COMO|jazz|jazz
DAVID ESSEX|pop|70s
ANDY KIM|pop|pop
PERCY SLEDGE|rnb / soul|soul
FANCY|pop|80s
DAVE LOGGINS|pop|70s
DYNAMIC SUPERIORS|disco|disco
THE FIRST CHOICE|disco|disco
INDEPENDENTS|horror punk|horror punk
PAPER LACE|pop|pop
GRAND CANYON|albuquerque|albuquerque
RASPBERRIES|pop|power pop
DIONNE WARWICK & THE SPINNERS|rnb / soul|soul
ATLANTIC RHYTHM SECTION|rock|southern rock
BROTHER TO BROTHER|rnb / soul|funk
EDGAR WINTER GROUP|rock|classic rock
LOU REED|rock|rock
JOHN EDWARDS|seen live|seen live
O.C. SMITH|rnb / soul|soul
EDDIE HARRIS|jazz|jazz
ACE SPECTRUM|rnb / soul|soul
WILLIAM DE VAUGHAN|rnb / soul|soul
THE MIGHTY CLOUDS OF JOY|gospel|gospel
THE DeFRANCO FAMILY|bubblegum|bubblegum
THE SOUTHER HILLMAN FURAY BAND|rock|country rock
SWEET DREAMS|eurovision|eurovision
LARRY GATLIN|country / folk|country
SAMI JO|country / folk|country
THE THREE DEGREES|rnb / soul|soul
RUBETTES|pop|70s
TOWER OF POWER|rnb / soul|funk
PETER NOONE|seen live|seen live
EDGAR WINTER|rock|classic rock
THE RASPBERRIES|pop|power pop
THE KIKI DEE BAND|pop|pop
WOMBLES|pop|pop
REDBONE|rock|classic rock
DIANA ROSS & MARVIN GAYE|rnb / soul|soul
WILLIAM DeVAUGHN|rnb / soul|soul
THE DOVELLS|pop|oldies
CRAIG RUHNKE|rock|soft rock
SIMON STOKES|psychedelic|psychedelic
DON COVAY|rnb / soul|soul
GENE REDDING|rnb / soul|soul
FRESH START|pop|70s
NILSSON|country / folk|singer-songwriter
BOB DYLAN / THE BAND|rock|folk rock
CLARENCE REID|rnb / soul|funk
WILLIE HENDERSON|rnb / soul|funk
REUBEN HOWELL|rnb / soul|soul
LENA ZAVARONI|jazz|jazz
DeFRANCO FAMILY|bubblegum|bubblegum
M.F.S.B.|rnb / soul|funk
THE RUBETTES|pop|70s
THE STYLISTICS|rnb / soul|soul
DON EVERLY|rock|rockabilly
ANDY & DAVID WILLIAMS|treble|treble
DELLS|rnb / soul|soul
MARVIN HAMLISCH|soundtrack|soundtrack
BLUE SUEDE|rock|classic rock
LITTLE ANTHONY & THE IMPERIALS|rnb / soul|soul
APRIL STEVENS|pop|female vocalists
SEALS & CROFTS|rock|soft rock
RAZZY|rock|rock
SYLVIA|rnb / soul|soul
OSCAR BROWN JR.|jazz|jazz
HERB ALPERT & THE TIJUANA BRASS|jazz|jazz
MELBA MONTGOMERY|country / folk|country
BILL HALEY|rock|rock and roll
MOTT THE HOOPLE|rock|glam rock
MIKE OLDFIELD|rock|progressive rock
UNDISPUTED TRUTH|rnb / soul|soul
WEDNESDAY|pop|pop
DR. JOHN|rock|blues
NATURAL FOUR|rnb / soul|soul
JOHNNY RODRIGUEZ|country / folk|country
MAGGIE BELL|rock|rock
SISTER JANET MEAD|christian|christian
FIVE MAN ELECTRICAL BAND|rock|classic rock
CREATIVE SOURCE|rnb / soul|funk
COZY POWELL|rock|hard rock
MOCEDADES|spanish|spanish
GILBERT O'SULLIVAN|pop|pop
THINK|psychedelic|psychedelic
MARTHA REEVES|rnb / soul|soul
DAWN|rock|black metal
EMOTIONS|rnb / soul|soul
IAN LLOYD|rock|rock
KRIS KRISTOFFERSON & RITA COOLIDGE|country / folk|country
LOU CHRISTIE|pop|60s
SOUL CHILDREN|rnb / soul|soul
JAMES GANG|rock|classic rock
BILL AMESBURY|canadian|canadian
STEALERS WHEEL|rock|classic rock
PERSUADERS|punk|punk
HEARTSFIELD|rock|southern rock
DOROTHY NORWOOD|dorothy norwood|dorothy norwood
GREGG ALLMAN|rock|southern rock
NRBQ|rock|rock
BOBBY BARE|country / folk|country
TEX RITTER|country / folk|country
THE MOMENTS|rnb / soul|soul
THE STAPLE SINGERS|rnb / soul|soul
COVEN|rock|psychedelic rock
LOGGINS AND MESSINA|rock|classic rock
IAN THOMAS|canadian|canadian
THE EDGAR WINTER GROUP|rock|classic rock
ANN PEEBLES|rnb / soul|soul
THE INTRUDERS|rnb / soul|soul
J. FRANK WILSON AND THE CAVALIERS|pop|oldies
THE PERSUADERS|rnb / soul|soul
ROY CLARK|country / folk|country
GARY|seen live|seen live
KEITH HAMPSHIRE|canadian|canadian
LIGHTHOUSE|hardcore|hardcore
THE STORIES|rock|metalcore
THE OVATIONS|rnb / soul|soul
THE INDEPENDENTS|horror punk|horror punk
RIPPLE|rnb / soul|funk
KEVIN JOHNSON|eurobeat|eurobeat
JACKSON 5|rnb / soul|soul
DRUPI|italian|italian
DR. HOOK AND THE MEDICINE SHOW|rock|classic rock
CROSS COUNTRY|pop|70s
HANK WILSON (LEON RUSSELL)|rock|classic rock
FOSTER SYLVERS|rnb / soul|soul
LOOKING GLASS|pop|70s
THE FIFTH DIMENSION|pop|60s
PAINTER|rock|rock
WILSON PICKETT|rnb / soul|soul
SPIRIT|rock|psychedelic rock
MERLE HAGGARD AND THE STRANGERS|country / folk|country
RAY PRICE|country / folk|country
BARBARA FAIRCHILD|country / folk|country
TODAYS PEOPLE|rnb / soul|soul
MACEO AND THE MACKS|rnb / soul|funk
JACKIE MOORE|rnb / soul|soul
NAPOLEON XIV|comedy|comedy
MANDRILL|rnb / soul|funk
BOBBY "BORIS" PICKETT AND THE CRYPT-KICKERS|pop|pop
CHARLIE DANIELS|country / folk|country
THE NEW BIRTH|rnb / soul|funk
THE INCREDIBLE BONGO BAND|rnb / soul|funk
DONNY HATHAWAY|rnb / soul|soul
CLINT HOLMES|pop|70s
CLARENCE CARTER|rnb / soul|soul
FOCUS|rock|progressive rock
MANU DiBANGO|afrobeat|afrobeat
JEANNE PRUETT|classic country|classic country
FRED WESLEY AND THE JB'S|officially shit|officially shit
THE EBONYS|rnb / soul|soul
SHIRLEY BASSEY|jazz|jazz
JERRY JEFF WALKER|country / folk|country
AFRIQUE|rnb / soul|funk
THE CHAIRMEN OF THE BOARD|rnb / soul|soul
MICKEY NEWBURY|country / folk|country
THE SWEET|rock|glam rock
FIRE AND RAIN|spiritual|spiritual
GUNHILL ROAD|rock|rock
ERNEST JACKSON|rnb / soul|funk
SKYLARK|rock|power metal
EDWARD BEAR|canadian|canadian
THE DELFONICS|rnb / soul|soul
ANDY PRATT|rock|classic rock
TUFANO & GIAMMARESE|pop|60s
THE SOUTH SIDE MOVEMENT|rnb / soul|soul
DONOVAN|country / folk|folk
THE BLUE RIDGE RANGERS|country / folk|country
STEPHEN STILLS & MANASSAS|rock|folk rock
DAVID BLUE|country / folk|folk
KING HARVEST|rock|classic rock
TOMMY ROE|pop|60s
THE NEW SEEKERS|pop|70s
HURRICANE SMITH|pop|70s
ARCHIE BELL AND THE DRELLS|rnb / soul|soul
LUTHER INGRAM|rnb / soul|soul
FACES|rock|classic rock
BILL QUATEMAN|pop|80s
CORNELIUS BROTHERS AND SISTER ROSE|rnb / soul|soul
BOBBY WOMACK AND PEACE|rnb / soul|soul
CAL SMITH|country / folk|country
HERB ALPERT AND THE TJB|jazz|jazz
LOUDON WAINWRIGHT III|country / folk|folk
SONNY AND CHER|pop|60s
DON FARDON|pop|oldies
NOLAN PORTER|rnb / soul|soul
UNCLE DOG|electronic|house
GALLERY|sludge|sludge
JOE STAMPLEY|country music|country music
THE GRASS ROOTS|rock|classic rock
THE ASSOCIATION|pop|60s
ERIC CLAPTON (DEREK AND THE DOMINOS)|rock|classic rock
CIRCUS|rock|progressive rock
BETTYE SWANN|rnb / soul|soul
BRIGHTER SIDE OF DARKNESS|rnb / soul|soul
RICK NELSON AND THE STONE CANYON BAND|country / folk|folk
MICHAEL REDWAY|library|library
THE RAIDERS|hardstyle|hardstyle
KENNY LOGGINS|pop|80s
CHUCK BERRY|rock|rock and roll
BOBBY DARIN|jazz|jazz
PAUL KELLY|australian|australian
ALBERT KING|rock|blues
THE MAIN INGREDIENT|rnb / soul|soul
LITTLE JIMMY OSMOND|rock|progressive rock
JOHNNY WILLIAMS|rnb / soul|soul
BLUE HAZE|progressive house|progressive house
HOLLAND-DOZIER|rnb / soul|soul
EMERSON, LAKE AND PALMER|rock|progressive rock
CASHMAN AND WEST|rock|rock
THE GRATEFUL DEAD|rock|classic rock
SMOKEY ROBINSON AND THE MIRACLES|rnb / soul|soul
JAMES BROWN|rnb / soul|funk
VALERIE SIMPSON|rnb / soul|soul
JOE COCKER|rock|classic rock
BULLDOG|rock|punk rock
CLEAN LIVING|rock|rock
TEN YEARS AFTER|rock|blues rock
JOEY HEATHERTON|pop|pop
GARY GLITTER|rock|glam rock
MARY HOPKIN|country / folk|folk
LYN COLLINS|rnb / soul|funk
THE WACKERS|pop|power pop
THE HEYWOODS|pop|70s
DELBERT & GLEN|rock|blues
THE DELEGATES|ska|ska
KING FLOYD|rnb / soul|soul
DANNY O'KEEFE|country / folk|singer-songwriter
CHI COLTRANE|singer-songwriters|singer-songwriters
THE MOVE|psychedelic|psychedelic
MEL AND TIM|rnb / soul|soul
LAURA LEE|rnb / soul|soul
STEVE AND EYDIE|pop|classic pop
ARLO GUTHRIE|country / folk|folk
BEVERLY BREMERS|ballad|ballad
BILLY LEE RILEY|rock|rockabilly
BONES|hip-hop|cloud rap
HOT BUTTER|electronic|electronic
GLADSTONE|rock|rock
MOUTH AND MacNEIL|pop|70s
NATIONAL LAMPOON|spoken word|spoken word
JERRY WALLACE|country / folk|country
OCEAN|rock|rock
THE TEMPREES|rnb / soul|soul
SAMMI SMITH|country / folk|country
CARLOS SANTANA & BUDDY MILES|rock|classic rock
TIM DAVIS|classic|classic
ARGENT|rock|progressive rock
SAILCAT|pop|70s
CLIMAX|rock|progressive rock
FLASH|rock|progressive rock
ARETHA FRANKLIN with JAMES CLEVELAND|rnb / soul|soul
THE HONEY CONE|rnb / soul|soul
LENNY WELCH|pop|60s
MOUTH AND MacNEAL|pop|70s
THE PARTRIDGE FAMILY|pop|pop
STORIES|rock|metalcore
THE FABULOUS RHINESTONES|rock|classic rock
JANIS JOPLIN|rock|classic rock
BUFFY SAINTE-MARIE|country / folk|folk
DEREK AND THE DOMINOS|rock|classic rock
GODSPELL|musical|musical
PROCOL HARUM|rock|progressive rock
GRAHAM NASH|country / folk|singer-songwriter
THE JAMES BROWN SOUL TRAIN|rnb / soul|funk
NEIL YOUNG & GRAHAM NASH|rock|classic rock
DANYEL GERARD|chanson|chanson
PYTHON LEE JACKSON|rock|classic rock
VIGRASS AND OSBORNE|rock|classic rock
MAGIC LANTERNS|vocal|vocal
STEPHEN STILLS AND MANASSAS|country / folk|singer-songwriter
FREDERICK KNIGHT|rnb / soul|soul
CHRIS HODGE|rock|rock
BETTYE SWAN|rnb / soul|soul
THE COURTSHIP|seen live|seen live
DONNY HATHAWAY|rnb / soul|soul
DENNIS COFFEY|rnb / soul|funk
JR. WALKER AND THE ALL STARS|rnb / soul|soul
NINO ROTA|soundtrack|soundtrack
100 PROOF AGED IN SOUL|rnb / soul|soul
JOHN KAY|rock|rock
THE SUGAR BEARS|pop|pop
ISAAC HAYES|rnb / soul|soul
THE JB'S|rnb / soul|funk
HOT SAUCE|rnb / soul|soul
JO JO GUNNE|rock|hard rock
THE SOUL CHILDREN|rnb / soul|soul
EDGAR WINTER'S WHITE TRASH|rock|blues
MALO|latin|latin
T. REX|rock|glam rock
STEVE ALAIMO|pop|pop
DENNIS COFFEY AND THE DETROIT GUITAR BAND|pop|60s
DELANEY AND BONNIE|rock|classic rock
R. DEAN TAYLOR|northern soul|northern soul
BUCKWHEAT|rock|punk rock
APOLLO 100|pop|pop
THE CHAKACHAS|rnb / soul|funk
LINDA JONES|rnb / soul|soul
KENNY ROGERS AND THE FIRST EDITION|country / folk|country
JERRY GARCIA|rock|classic rock
THE NITE-LITERS|rnb / soul|funk
MIKE KENNEDY|jazz|jazz
PAUL WILLIAMS|country / folk|singer-songwriter
THE NITTY GRITTY DIRT BAND|country / folk|country
CANNED HEAT|rock|blues
PETER YARROW|country / folk|folk
JERRY BUTLER|rnb / soul|soul
TERRY BLACK|rnb / soul|soul
BLACK SABBATH|rock|heavy metal
DONNIE ELBERT|rnb / soul|soul
THE ENGLISH CONGREGATION|rock|rock
GOOSE CREEK SYMPHONY|bluegrass|bluegrass
LUNAR FUNK|atmospheric|atmospheric
CHICORY|pop|70s
LITTLE MILTON|rock|blues
MICHEL LeGRAND|jazz|jazz
BULLET|rock|heavy metal
GRIN|rock|rock
THE FANTASTICS|rnb / soul|funk
BOBBY BYRD|rnb / soul|funk
SCOTT ENGLISH|pop|pop
JACKIE WILSON|rnb / soul|soul
THE FACES|rock|classic rock
FARON YOUNG|country / folk|country
JONATHAN EDWARDS|country / folk|folk
RUFUS THOMAS|rnb / soul|soul
THE MAMAS AND THE PAPAS|rock|classic rock
BOBBY SHERMAN|pop|pop
MARK-ALMOND|jazz|jazz
BREWER AND SHIPLEY|americana|americana
THE FREE MOVEMENT|rnb / soul|soul
HEAVEN BOUND with TONY SCOTTI|pop|sunshine pop
RICHARD HARRIS|pop|pop
LITTLE JOHNNY TAYLOR|rock|blues
8TH DAY|rnb / soul|soul
JEFFERSON AIRPLANE|rock|psychedelic rock
N.F. PORTER|northern soul|northern soul
TRAFFIC|rock|classic rock
GAYLE McCORMICK|pop|60s
ROD STEWART with THE FACES|rock|classic rock
SWEATHOG|rock|classic rock
LEE MICHAELS|rock|classic rock
THE STAMPEDERS|rock|classic rock
CHASE|rock|rock
THE COASTERS|pop|oldies
FREDA PAYNE|rnb / soul|soul
PETER NERO|instrumental|instrumental
THE POPPY FAMILY|canadian|canadian
THE NEW COLONY SIX|pop|60s
LES CRANE|spoken word|spoken word
JOHNNY PAYCHECK|country / folk|country
THE ASSEMBLED MULTITUDE|soundtracks|soundtracks
JOHN LENNON PLASTIC ONO BAND|rock|classic rock
FREDDIE NORTH|rnb / soul|soul
JOE SOUTH|pop|60s
FREDDIE HART|rock|rockabilly
THE LETTERMEN|pop|oldies
THE POP-TOPS|pop|70s
THE GLASS BOTTLE|pop|under 2000 listeners
JIMI HENDRIX|rock|classic rock
TRAFFIC|rock|classic rock
FREE MOVEMENT|not streamable|not streamable
THE 8TH DAY|rnb / soul|soul
MARTHA REEVES AND THE VANDELLAS|rnb / soul|soul
SPRINGWELL|not streamable|not streamable
LAYNG MARTINE|reggae|dub
NOLAN|seen live|seen live
PAUL AND LINDA McCARTNEY|rock|classic rock
THE MESSENGERS|rock|punk rock
MAC AND KATIE KISSOON|rnb / soul|soul
PAUL STOOKEY|country / folk|folk
THE FORTUNES|pop|60s
JODY MILLER|country / folk|country
THE JAMES GANG|rock|classic rock
MARK LINDSAY|pop|pop
HONEY CONE|rnb / soul|soul
NITE-LITERS|rnb / soul|funk
DON NIX|rock|blues
MATTHEWS' SOUTHERN COMFORT|rock|classic rock
CYMARRON|pop|oldies
THE FUZZ|seen live|seen live
POPPY FAMILY|canadian|canadian
BOBBY RUSSELL|country / folk|country
GLASS BOTTLE|pop|under 2000 listeners
THE NEWCOMERS|rnb / soul|soul
JUNIOR WALKER AND THE ALL STARS|rnb / soul|soul
TIN TIN|rock|new wave
JOHN BALDRY|rock|rock
BRENDA AND THE TABULATIONS|rnb / soul|soul
THE SEARCHERS|pop|60s
RAIDERS|pop|60s
TOM CLAY|rnb / soul|soul
DUSK|rock|black metal
THE WHATNAUTS|rnb / soul|soul
DELANEY & BONNIE & FRIENDS|rock|classic rock
DAVE|french|french
ASHTON GARDNER AND DYKE|rock|blues-rock
ELECTRIC EXPRESS|rnb / soul|funk
JOHN KONGOS|rnb / soul|funk
MORNING MIST|rock|black metal
JEANNIE C. RILEY|country / folk|country
FORTUNES|pop|60s
SOUNDS OF SUNSHINE|vocal|vocal
DAVY JONES|pop|pop
AUDIENCE|rock|progressive rock
CORNELIUS BROTHERS & SISTER ROSE|rnb / soul|soul
BEGINNING OF THE END|crust|crust
DELFONICS|rnb / soul|soul
WALDO DE LOS RIOS|instrumental|instrumental
DILLARDS|bluegrass|bluegrass
MARY TRAVERS|country / folk|folk
SONNY JAMES|classic country|classic country
HUDSON|rock|indie
EBONYS|rnb / soul|soul
THE BELLS|canadian|canadian
BOOKER T. AND THE MGS|rnb / soul|soul
DEE DEE WARWICK|rnb / soul|soul
CONTINENTAL 4|rnb / soul|soul
RASCALS|grime|grime
BOBBY BLOOM|pop|70s
PARTRIDGE FAMILY|pop|pop
SUPREMES & THE FOUR TOPS|rnb / soul|soul
BREWER & SHIPLEY|rock|classic rock
THE BUOYS|pop|oldies
PAUL HUMPHREY|jazz|jazz
STONEY|sheffield|sheffield
ROY HEAD|blue-eyed soul|blue-eyed soul
DADDY DEWDROP|pop|70s
DOORS|rock|classic rock
MATTHEW'S SOUTHERN COMFORT|country / folk|folk
SEATRAIN|jazz fusion|jazz fusion
NORMAN GREENBAUM|rock|classic rock
COCHISE|rock|rock
INTRIGUES|rnb / soul|soul
SUSAN RAYE|country / folk|country
JOY OF COOKING|rock|folk rock
T.REX|rock|glam rock
BUOYS|pop|oldies
RAY CHARLES ORCHESTRA|jazz|jazz
BOOKER T AND THE MGS|rnb / soul|soul
CHARLES WRIGHT & WATTS 103RD STREET RHYTHM BAND|rnb / soul|funk
JOHN LENNON & PLASTIC ONO BAND|rock|classic rock
WHATNAUTS|rnb / soul|soul
RONNIE SPECTOR|pop|pop
REDEYE|electronic|trance
DETROIT EMERALDS|rnb / soul|soul
RUNT|skate punk|skate punk
MIXTURES|rock|rock
KENNY ROGERS & THE FIRST EDITION|country / folk|country
MICHAEL NESMITH|country / folk|singer-songwriter
IDES OF MARCH|rock|classic rock
MOUNTAIN|rock|classic rock
DAVID CROSBY|rock|folk rock
HOG HEAVEN|ed gray|ed gray
SALVAGE|rock|heavy metal
THE MAGIC LANTERNS|rock|folk rock
BLIZZARD|rock|thrash metal
REDWING|techno|techno
LALLY STOTT|pop|70scheese
GARLAND GREEN|rnb / soul|soul
REGGIE GARNER|northern soul|northern soul
CHARLES WRIGHT AND THE WATTS 103RD STREET RHYTHM BAND|rnb / soul|funk
THE FESTIVALS|sweet soul|sweet soul
NEW SEEKERS|pop|70s
ODDS|canadian|canadian
ERIC BURDON & WAR|rock|rock
INTRUDERS|rnb / soul|soul
DELANEY AND BONNIE AND FRIENDS|rock|classic rock
THE COWSILLS|pop|60s
BILL CODAY|rnb / soul|soul
CHAIRMEN OF THE BOARD|rnb / soul|soul
BRIAN HYLAND|pop|oldies
THE MOB|anarcho-punk|anarcho-punk
BUCK OWENS|country / folk|country
WADSWORTH MANSION|pop|pop
FRANCIS LAI|soundtrack|soundtrack
MIKE CURB CONGREGATION|pop|60s
BLOODROCK|rock|hard rock
DONNY OSMOND of THE OSMONDS|pop|pop
TOM RUSH|country / folk|folk
CRAZY PAVING|all|all
O.V. WRIGHT|rnb / soul|soul
THE ESQUIRES|rnb / soul|soul
BADGE|nwobhm|nwobhm
MARION BLACK|rnb / soul|soul
WILBERT HARRISON|pop|50s
ARKADE|rock|indie
BOOKER T. AND THE MG'S|rnb / soul|soul
MARIAN LOVE|jazz|jazz
DAVE EDMUND'S ROCKPILE|rock|rock
LIZ DAMON'S ORIENT EXPRESS|easy listening|easy listening
PRESIDENTS|rock|rock
LETTERMEN|pop|oldies
STAIRSTEPS|rnb / soul|funk
THE RAELETTS|rnb / soul|soul
THE OSMOND BROTHERS|pop|pop
QUICKSILVER MESSANGER SERVICE|rock|psychedelic rock
TONY BENNETT|jazz|jazz
SHACK|rock|indie
FREDDY WELLER|rnb / soul|soul
LITTLE SISTER|rnb / soul|funk
ORIGINALS|rnb / soul|soul
EMITT RHODES|country / folk|singer-songwriter
GARY PUCKETT|pop|oldies
McGUINESS FLINT|pop|70s
BALLIN' JACK|rnb / soul|funk
GENTRYS|pop|60s
BOBBI MARTIN|pop|pop
C.C.S.|rock|rock
KING CURTIS|rnb / soul|soul
SHOCKING BLUE|rock|classic rock
BURT BACHARACH|easy listening|easy listening
JOHN ROWLES|pop|60s
FRIENDS OF DISTINCTION|rnb / soul|soul
THE FLAMING EMBER|rnb / soul|funk
THE CHAMBERS BROTHERS|rnb / soul|soul
VICKI CARR|pop|female vocalists
CHRISTIE|rock|classic rock
EDISON LIGHTHOUSE|pop|pop
OTIS REDDING|rnb / soul|soul
JUNIOR PARKER|rock|blues
BELLS|rock|post-rock
SMOKEY ROBINSON & THE MIRACLES|rnb / soul|soul
BROOK BENTON|rnb / soul|soul
GEORGE JONES|country / folk|country
BOB SUMMERS|pop|under 2000 listeners
KENNY PRICE|country / folk|country
JIM ED BROWN|country / folk|country
GYPSY|electronic|trance
TYRANNOSAURUS REX|rock|glam rock
JAZZ CRUSADERS|jazz|jazz
ALLMAN BROTHERS|rock|southern rock
THE CHILDREN|seen live|seen live
HEINTJE|heintje|heintje
DEAN MARTIN|jazz|jazz
MAJOR LANCE|rnb / soul|soul
SLIM WHITMAN|country / folk|country
THE NEW YORK ROCK ENSEMBLE|rock|classic rock
FREE|rock|classic rock
HENRY MANCINI, HIS ORCHESTRA AND CHORUS|soundtrack|soundtrack
THE STATLER BROTHERS|country / folk|country
BARBARA|chanson francaise|chanson francaise
GENE|pop|britpop
BETTY EVERETT|rnb / soul|soul
NANCY WILSON|jazz|jazz
DAMNATION OF ADAM BLESSING|rock|psychedelic rock
THE ARCHIES|pop|60s
FLAMING EMBER|rnb / soul|funk
FRIJID PINK|rock|psychedelic rock
THE ALLMAN BROTHERS|rock|southern rock
DAVID T. WALKER|jazz|jazz
THE RASCALS|rock|indie
ISRAEL TOLBERT|rnb / soul|soul
SANDPIPERS|pop|60s
THE JAZZ CRUSADERS|jazz|jazz
MASHMAKHAN|psychedelic|psychedelic
CROW|crust|crust
R.B. GREAVES|rnb / soul|soul
PHIL FLOWERS|rnb / soul|soul
MAMA CASS ELLIOT|pop|60s
MAGNA CARTA|country / folk|folk
THE BYRDS|rock|classic rock
KLOWNS|oi|oi
THE CHAMBER BROTHERS|rnb / soul|soul
THE BUGALOOS|rock|rockabilly
JAKE HOLMES|rock|folk rock
DENNIS YOST|pop|pop
CRYSTAL MANSION|exotica|exotica
ROZETTA JOHNSON|rnb / soul|soul
BUCK OWENS AND THE BUCKAROOS|country / folk|country
GERRY AND THE PACEMAKERS|pop|60s
DAVID|jamendo|jamendo
BOBBY VEE|pop|oldies
THE KLOWNS|quirky|quirky
THE SANDPIPERS|pop|60s
DESMOND DEKKER|ska|ska
JAMES ANDERSON|electronic|trance
THE GENTRYS|pop|60s
YELLOW HAND|rock|rock
QUICKSILVER MESSENGER SERVICE|rock|psychedelic rock
MICHAEL NESMITH AND THE FIRST NATIONAL BAND|rock|country rock
STEEL RIVER|rock|hard rock
DOROTHY MORRISON|rnb / soul|soul
THE TURTLES|pop|60s
THE GLASS HOUSE|rnb / soul|funk
THE FLAME|swedish|swedish
THE LOST GENERATION|rnb / soul|soul
CROSBY STILLS NASH & YOUNG|rock|classic rock
TEAGARDEN|jazz|jazz
